text,labels,predictions
Gleich nochmal lesen.,de,de
ตาราง A. - ปริมาณโดยรวมของสารปรอทที่อนุญาตให้จัดสรรหรือประมูลสำหรับ EGUS,th,th
Um morto no colapso de um edifício nos EUA,pt,pt
Sự hỗ trợ của bạn giúp cho xã hội duy trì sự chăm sóc chất lượng của các bộ sưu tập động vật và thực vật và tiến hành nghiên cứu quan trọng về các loài quý hiếm bao gồm cả những loài trong Kế hoạch Sống còn loài.,vi,vi
Mężczyzna i kobieta jeżdżą na rowerach po ulicy.,pl,pl
Muy buena funda. Fue para un regalo y va perfecta. Esteticamente da sesación a calidad. Ajusta a la perfeccion incluidas las tapas de los botones. Recomiendo su compra!,es,es
"Huko Tokyo, muhariri wa nakala ya The Economist alishuhudia tangazo la maziwa ya Bourgeoisie kwa shati ya kijana wa kiume.",sw,sw
新品と書いてあるにもかかわらず裏のカプラー部分は中古品レベルで埃などがついてました。「リフレッシュ済み」とか「リビルト品」のような表現方法でも良いのかもしれません。使用に問題は無いのですが新品と比較するには劣りすぎてます。 評価を1つ星にしてたらメールでしつこく星を3つにしろと催促されました(^_^;),ja,ja
"The New Yorker оказал сопротивление при помощи спецвыпусков — массивных изданий о расовой принадлежности, Голливуде и будущем.",ru,ru
"हाँ क्यों कि ये तुम हो, यह निश्चित रुप से चक्की से निकल जाती, परंतु तुम",hi,hi
Siku ya krismas watoto walienda kubisha milango na kutembelea manyumba na wakiuliza na wakipewa pipi na vifaa za kucheza ndogo.,sw,sw
"Ricordo che a Ginevra, almeno a Ginevra, ci sono mercati all'aperto su base settimanale.",it,it
"Trong bài thơ này, Joaquan sống và chạy trốn trên một con tàu đến Mexico hay Nam Mỹ, và cơ thể bị chặt đầu thực ra là của người bạn tốt của mình Ramen.",vi,vi
"La cartulina es gruesa y resistente. Lamentablemente la fibra de la celulosa es irregular y la tinta no se acaba de adherir bien. Por otro lado, he comprado varias veces este mismo producto y me han servido productos diferentes (diferente color de marrón).",es,es
"De aandelen van LendingTree stegen met $5,99, of 40,1 procent, tot $20,68 in de middaguren op de beurs van Nasdaq.",nl,nl
Geared more towards sight reading,en,en
"α-χα πιστεύεις ότι είσαι ε, απογοητευμένος ή ευχαριστημένος με ε, την απόδοση της κάλυψης των ειδήσεων από το δίκτυο",el,el
Cara pero buena calidad,es,es
और उह तो मुझे वाकई मज़ा आया,hi,hi
"Конечно, там много сцен на яхте, элегантных и романтичных.",ru,ru
Very good cut in brush for the monet,en,en
อาหารพร้อมรับประทานแบบแช่แข็งนำมาซึ่งความอัปยศอย่างน่าสะพรึงกลัว,th,th
Ο Blood έσπασε τη σφραγίδα και διάβασε.,el,el
"No puedo decir mucho más del equipo que el que cumple su función perfectamente. Permite conectar dos dispositivos a una pantalla o un dispositivo a dos pantallas. Sólo tiene un botón para conmutar entre las salidas/entradas, por lo que su uso es imposible que sea más sencillo. No requiere alimentación, por lo que su instalación es inmediata y es de lo más pequeño. No se puede dar más por menos.",es,es
"Bir sefer ona döneceksin ve ekibini yanına alacaksın veyahut.... Ancak Ogle, şiddetli çehresi ve hareketleriyle onu böldü.",tr,tr
Sly Stallone's Sone Sage trovato morto a Los Angeles,it,it
ESTE ES EL QUE PEDI PERO ME SIRVIERON EL 3X1 QUE NO ME GUSTA TANTO COMO EL DE REFERENCIA ESPERO QUE EN UNA PROXIMA VEZ ME PUEDAN SERVIR EL SOLICITADO,es,es
"Stiff, didn't fit well.",en,en
"Ако търсите вечерна алтернатива на площад Харвард, идете на испанския площад Inman, разположен на улица Кеймбридж.",bg,bg
"Ich bin vol zufrieden mit dem Wasserkocher. Sieht schoen aus, bringt das Wasser sehr schnell zum Kochen und der Griff wird nicht heiss. Mehr kann ich nicht verlangen :)",de,de
Sự mơ hồ này đều xuất hiện ở nhiều ngôn ngữ.,vi,vi
Wetenschappers bewijzen dat er water is op Mars...,nl,nl
"But maybe l an a snob. Being trained as an editor there is nothing in e-books that drives me crazier than typos, punctuation errors, incorrect words... For example 'he' instead of 'the'-those little things that autocorrect won't catch. One error of that type in a book: ""Okay, it happens."" Two: ""Geez!"" Multiples and l want to take and shake someone. Will l check out the next book in this series? Possibly. Will l continue with it if the editing is no better? Highly doubtful.",en,en
لہذا آپ آتے ہیں، ڈپٹی گورنر نے اسے پکڑ لیا، اور غیر معمولی لیکن ظاہری طور پر بیمار ہونے والی درآمدات کے ایک سلسلے کی طرف سے مبارک باد کی پیروی کی.,ur,ur
เรามาไกลมาแล้วและมีอะไรอีกมากมายที่ยังต้องทำ,th,th
"Het klinkt alsof uw kat van streek is over iets, en probeert het aan u over te brengen.",nl,nl
Je ai offert ce robot et on arrive pas à le programmer??? Qui peut me dire comment on doit faire,fr,fr
Zbliżenie brązowego konia.,pl,pl
Assad reúne-se com funcionários da Cruz Vermelha na Síria,pt,pt
quatro pessoas caminham em direcção a uma torre,pt,pt
اگر آپ برا نہ مانیں تو آپ شروع کیوں نہیں کر دیتے کیونکہ آپ کے پاس سوچنے کے لئے بہت وقت تھا۔,ur,ur
"Μεταξύ του 1936 και του 1940 η Ελλάδα βρισκόταν κάτω από τη στρατιωτική δικτατορία του Ιωάννη Μεταξά, και μνημονεύεται για το ηχηρό όχι που απάντησε στο τελεσίγραφο του Μουσολίνι να παραδοθεί το 1940.",el,el
في نهج فئة فرعية ، يتم إعطاء كل فئة أساسية ووظيفة شير نسبة مئوية فوق التكلفة ، من أجل الحصول على معدل متوسط لها.,ar,ar
لكن كان عملي أن أضع المظلات عليها ومنقذي الحياة عند تحميلها يبدأوون التحرك إلى موقع خارجي .,ar,ar
سٹیٹ ڈیپارٹمنٹ نے موسکو سے کہا ہے کہ ABM معاہدہ میں ترمیم کریں - جسے ویسے بھی اکثر میزائل دفاع کے حامی محض سرد جنگ کا ایک  فرسودہ ڈائناسور خیال کرتے ہیں۔,ur,ur
اور میں نے اتنا مزہ لیا,ur,ur
"Сотрудничество между программой и подразделениями является инструментом, с помощью которого возникающие проблемы устраняются.",ru,ru
"Ayrıca, 2 yıllık özel üyelik teklifimizden de yararlanarak, 2 yıllık fiyatımızın neredeyse% 60'ından tasarruf edebilirsiniz.",tr,tr
Така че защо Гейтс произвежда с такова неистово темпо?,bg,bg
"Ndiyo sababu mimi sikuhitimu chuo kikuu, lakini sijawahi, sijawahi kusoma yoyote ya vitabu nilivyotakiwa.",sw,sw
Only used for a couple weeks. The hood screwed in my new Cannon 18 ~ 55 mm lens perfectly. Needs more real time usage to evaluate the performance.,en,en
